, Dimensione (n), Mediana (s), Tempi - (s), Tempi + (s)
0, 10, 9.2e-07, -5.3e-07, +4.1e-06 
1, 20, 1.5e-06, -1.1e-06, +1.8e-05 
2, 30, 2.0e-06, -1.5e-06, +5.8e-06 
3, 40, 2.5e-06, -2.0e-06, +2.2e-05 
4, 50, 2.8e-06, -2.4e-06, +3.0e-05 
5, 60, 3.6e-06, -2.9e-06, +2.5e-05 
6, 70, 3.9e-06, -3.2e-06, +2.1e-05 
7, 80, 5.7e-06, -5.1e-06, +2.4e-05 
8, 90, 7.1e-06, -6.4e-06, +3.6e-05 
9, 100, 5.4e-06, -4.6e-06, +2.8e-05 
10, 110, 6.0e-06, -5.4e-06, +2.0e-05 
11, 120, 6.7e-06, -6.2e-06, +3.5e-05 
12, 130, 7.1e-06, -6.3e-06, +1.7e-05 
13, 140, 7.4e-06, -6.7e-06, +2.4e-05 
14, 150, 8.1e-06, -7.4e-06, +2.6e-05 
15, 160, 9.6e-06, -8.8e-06, +4.6e-05 
16, 170, 9.7e-06, -8.8e-06, +2.0e-05 
17, 180, 1.1e-05, -1.0e-05, +3.5e-05 
18, 190, 1.2e-05, -1.1e-05, +2.6e-05 
19, 200, 1.1e-05, -9.9e-06, +3.0e-05 
20, 210, 1.3e-05, -1.3e-05, +5.1e-05 
21, 220, 1.1e-05, -1.1e-05, +3.8e-05 
22, 230, 1.2e-05, -1.1e-05, +3.5e-05 
23, 240, 1.2e-05, -1.1e-05, +3.6e-05 
24, 250, 1.3e-05, -1.3e-05, +3.6e-05 
25, 260, 1.3e-05, -1.2e-05, +4.0e-05 
26, 270, 1.3e-05, -1.3e-05, +4.3e-05 
27, 280, 1.4e-05, -1.3e-05, +3.8e-05 
28, 290, 1.5e-05, -1.4e-05, +5.1e-05 
29, 300, 2.1e-05, -2.0e-05, +6.9e-05 
30, 310, 1.5e-05, -1.4e-05, +4.7e-05 
31, 320, 1.9e-05, -1.8e-05, +5.2e-05 
32, 330, 1.8e-05, -1.7e-05, +4.9e-05 
33, 340, 1.8e-05, -1.7e-05, +4.8e-05 
34, 350, 1.9e-05, -1.8e-05, +5.8e-05 
35, 360, 1.8e-05, -1.8e-05, +7.6e-05 
36, 370, 1.9e-05, -1.8e-05, +4.7e-05 
37, 380, 2.0e-05, -1.9e-05, +6.4e-05 
38, 390, 1.9e-05, -1.8e-05, +4.8e-05 
39, 400, 1.9e-05, -1.8e-05, +5.0e-05 
40, 410, 1.8e-05, -1.7e-05, +4.4e-05 
41, 420, 2.0e-05, -1.9e-05, +7.4e-05 
42, 430, 2.0e-05, -1.9e-05, +5.5e-05 
43, 440, 2.1e-05, -2.1e-05, +5.1e-05 
44, 450, 2.1e-05, -2.0e-05, +6.6e-05 
45, 460, 2.5e-05, -2.4e-05, +7.0e-05 
46, 470, 2.2e-05, -2.1e-05, +6.3e-05 
47, 480, 2.7e-05, -2.6e-05, +7.7e-05 
48, 490, 2.6e-05, -2.5e-05, +5.1e-05 
49, 500, 2.6e-05, -2.5e-05, +6.9e-05 
50, 510, 2.5e-05, -2.4e-05, +1.9e-04 
51, 520, 2.5e-05, -2.4e-05, +6.3e-05 
52, 530, 2.6e-05, -2.5e-05, +7.8e-05 
53, 540, 2.6e-05, -2.5e-05, +5.6e-05 
54, 550, 2.6e-05, -2.5e-05, +8.5e-05 
55, 560, 3.1e-05, -2.9e-05, +1.6e-04 
56, 570, 2.7e-05, -2.6e-05, +6.4e-05 
57, 580, 2.9e-05, -2.8e-05, +2.4e-02 
58, 590, 3.2e-05, -3.1e-05, +1.1e-04 
59, 600, 3.3e-05, -3.2e-05, +9.3e-05 
60, 610, 3.1e-05, -3.1e-05, +5.4e-05 
61, 620, 2.8e-05, -2.7e-05, +6.6e-05 
62, 630, 2.9e-05, -2.8e-05, +7.7e-05 
63, 640, 3.2e-05, -3.1e-05, +7.7e-05 
64, 650, 3.5e-05, -3.4e-05, +6.9e-05 
65, 660, 3.2e-05, -3.1e-05, +1.1e-04 
66, 670, 3.4e-05, -3.2e-05, +9.8e-05 
67, 680, 3.3e-05, -3.2e-05, +5.5e-05 
68, 690, 3.3e-05, -3.3e-05, +7.0e-05 
69, 700, 3.4e-05, -3.4e-05, +7.4e-05 
70, 710, 3.3e-05, -3.2e-05, +5.4e-05 
71, 720, 3.5e-05, -3.4e-05, +9.5e-05 
72, 730, 3.5e-05, -3.4e-05, +1.4e-04 
73, 740, 3.8e-05, -3.6e-05, +8.7e-05 
74, 750, 3.9e-05, -3.8e-05, +1.2e-04 
75, 760, 3.7e-05, -3.6e-05, +8.1e-05 
76, 770, 3.8e-05, -3.7e-05, +8.2e-05 
77, 780, 5.2e-05, -5.1e-05, +1.1e-04 
78, 790, 4.5e-05, -4.4e-05, +1.3e-04 
79, 800, 4.3e-05, -4.2e-05, +1.9e-04 
80, 810, 3.9e-05, -3.8e-05, +1.0e-04 
81, 820, 4.3e-05, -4.2e-05, +1.8e-04 
82, 830, 3.7e-05, -3.6e-05, +1.1e-04 
83, 840, 3.7e-05, -3.7e-05, +7.4e-05 
84, 850, 4.1e-05, -4.0e-05, +1.4e-04 
85, 860, 4.1e-05, -4.0e-05, +8.6e-05 
86, 870, 4.4e-05, -4.3e-05, +8.7e-05 
87, 880, 4.2e-05, -4.0e-05, +1.0e-04 
88, 890, 4.3e-05, -4.2e-05, +1.3e-04 
89, 900, 4.2e-05, -4.1e-05, +9.1e-05 
90, 910, 4.8e-05, -4.7e-05, +1.1e-04 
91, 920, 4.8e-05, -4.7e-05, +8.1e-03 
92, 930, 4.7e-05, -4.6e-05, +1.9e-04 
93, 940, 4.6e-05, -4.5e-05, +9.9e-05 
94, 950, 4.7e-05, -4.6e-05, +1.7e-04 
95, 960, 4.9e-05, -4.8e-05, +9.8e-05 
96, 970, 5.0e-05, -4.9e-05, +1.2e-04 
97, 980, 4.8e-05, -4.7e-05, +1.1e-04 
98, 990, 4.9e-05, -4.8e-05, +9.9e-05 
99, 1000, 5.5e-05, -5.3e-05, +1.7e-04 
